PhD,Postdoctoral,Master,Germany,Canada,Australia,USA,Switzerland
"🇺🇸 PhD Position, University of Connecticut, US 

- Algae Biology
- Biological Engineering
- Chemical Engineering
- Food Engineering
- Biomanufacturing
- Microalgae Cultivation
- Gene Editing (CRISPR/Cas9)
- Photobioreactor Design
- Systems Optimization and Engineering
- Artificial Intelligence (AI) in Biomanufacturing
- Techno-economic Analysis

👨🏻‍🏫 Dr. Mingyu Qiao:

My lab has an immediate opening for a Ph.D. position starting Spring 2024. This position will be supported by a recent National Science Foundation-funded project to explore using microalgae as a sustainable future biofactory for producing a wide range of bioproducts including nutrients, biomaterials, and biologics (e.g., peptides, recombinant proteins, vaccines). This position will give you an opportunity to explore broad topic areas and gain critical skills for future biomanufacturing including microalgae cultivation and gene editing using CRISPR/Cas9, photobioreactor design/construction/automation/digitalization, systems optimization and engineering using AI, techno-economic analysis, etc. Candidates with a strong record in algae biology and/or background in biological/chemical/food engineering plus excellent communication skills are strongly encouraged to apply. Please reach out to me directly through email at ",,,,,,,
"🇮🇪 PhD Position, South East Technological University, Ireland 

- Aeronautical Engineering
- Aerospace Engineering
- Mechanical Engineering
- Civil Engineering
- Computational Fluid Dynamics
- Fluid-Structure Interaction (FSI)
- Aeroelasticity
- Numerical Methods in Fluid and Structural Dynamics
- Wind Energy Engineering

👨🏻‍🏫 Pedram Khaneh Masjedi:

I am seeking a strong, highly motivated candidate to join our research team as a PhD researcher for conducting high-fidelity aeroelastic analysis of offshore wind turbines. 📝 Role Description This PhD project is a 4-year full-time PhD funded by the SETU PhD Scholarship Programme. The project will be based in the Faculty of Engineering, Kilkenny Road Campus, Carlow, Ireland. Successful PhD candidate will work under the supervision of a team of accomplished researchers, gaining valuable expertise in aeroelasticity, computational fluid dynamics, and wind energy engineering. 📝 Project Focus The aim is to investigate the aeroelastic fatigue loads experienced by large offshore wind turbine blades with leading-edge erosion. Towards this goal, this project will develop a novel coupled aero-hydro-elastic simulation tool, integrating the advanced capabilities of the OpenFOAM toolbox and OpenFAST. Project Details: ",,,,,,,
"🇺🇸 PhD Position, University of Connecticut, US

☑️ Transportation engineering 

👩🏻‍🏫 Dr. Monika Filipovska:

I am currently recruiting at least one PhD student to join my research group in Spring or Fall 2024. See the attached description for information on qualifications and how to apply. 
Edit: The position(s) will be fully funded via a combination of research and teaching assistantships including stipend and a tuition waiver.

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇺🇸 PhD Position, University of Utah, US

- Electrical Engineering
- Physics
- Material Science
- Optics
- Photonics


👨🏻‍🏫 Dr. Weilu Gao:

My lab (",,,,,,,
"🇺🇸 Multiple fully funded PhD Positions, Department of Electrical and Computer engineering, University of Alabama, US

⏰ No Application fee during 16-20 October 2023


- Underwater Wireless Communication, Networking, and Robotics:
  - Prof. Aijun Song: ",,,,,,,
"🇺🇸 PhD/MSc Positions, Michigan State University, USA

- Kinesiokogy
- Sport Psychology
- Exercise Psychology
- Social Psychology
- Physical Activity Promotion
- Group dynamics 

👨🏻‍🏫 Dr. Jeemin Kim:

Recruiting students (MS/PhD) to study with me for Fall 2024 here! 

Looking for students interested in exploring social/group dynamics in sport & physical activity:  ",,,,,,,
"🇺🇸 PhD Position, UCLA, US

- Chemical Engineering
- Mechanical Engineering
- Energy Engineering
- Environmental Engineering
- Sustainability
- Thermodynamics
- Heat Transfer
- Mass Transfer
- Electrochemical Principles
- Techno-economic Analysis
- Life-cycle Analysis

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇨🇦 PhD Position, ETS Montreal, Canada

☑️ Electrical Machines and Drives

",,,,,,,
"🇺🇸 PhD Position, University of Oklahoma, US

- Chemical Engineering
- Materials Science and Engineering
- Membrane Science and Engineering
- Polymer Science and Engineering
- Separation Processes
- Sustainable Engineering

👨🏻‍🏫 Dr. Michele Galizia:

PhD opening in our Group! We are looking for highly motivated candidates, who are willing to work and grow in a convergent and diverse environment.
Topic: design, synthesis and characterization of advanced membrane materials.
Location: OU, School of Sustainable Chemical, Biological and Materials Engineering, Norman, OK.
Requirements: BS or MS degree in Chemical Engineering, GPA equal to 3.4 or higher. 
How to apply: Please, follow scrupulously these rules. Send one single pdf file to Prof. Galizia containing the following elements:
-CV (max 2 pages)
-transcripts
-Motivation letter (i.e., personal statement, max 1 page)
-2 recommendation letters
The email subject must be: MembraneLab_PhD opening 2023

",,,,,,,
"🇺🇸 PhD Position, University of Connecticut, US

- Geography
- Geospatial Science
- Environmental Science
- Spatial Analysis
- Human Mobility Analysis
- Environmental Exposure Assessment
- Health Geography

👩🏻‍🏫 Dr. Yoo Min Park:

I am recruiting two Ph.D. students interested in Geospatial Assessments of Environmental Exposure/Health to join the Department of Geography at the University of Connecticut in Fall 2024! Candidates with research interests/experience in geospatial analysis of human mobility data are encouraged to apply. The application deadline is Dec 15, 2023. 

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇬🇧 PhD Position, University of Rochester, UK

- Computer Science
- Artificial Intelligence
- Deep Learning
- Continual Learning
- Machine Learning
- Bias Robust Neural Networks
- Self-Supervised Learning
- Multi-Modal Large Language Models
- Computational Neuroscience
- Computer Vision
- Generative AI


👨🏻‍🏫 Dr. Christopher Kanan:

My lab is recruiting multiple PhD students for Fall 2024 at the University of Rochester. There is no application fee. We work in deep learning, and especially continual/lifelong machine learning, bias robust neural networks, self-supervised learning, and multi-modal large language models. My lab also has a grant for using generative AI for advancing nuclear fusion research, and a new NSF award for brain-inspired models for continual learning in temporal decision making tasks.

All full-time PhD students receive full-tuition scholarships and stipends, guaranteed for five years. Applicants do not necessarily need to have undergraduate degrees in computer science.

Applicants will be reviewed based on their research and deep learning skills, especially as demonstrated by authoring papers in highly respected AI venues (CVPR, NeurIPS, ICLR, ICML, etc.). An interest in neuroscience is a plus.

The application deadline is January 1. If interested in working in my lab please highlight that in your application essay.

Learn more about my group's recent work here: ",,,,,,,
"🇨🇦 PhD Position, Toronto Metropolitan University, Canada

☑️ Robotics and Control

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇨🇦 PhD Position, McMaster University, Canada

- Civil Engineering
- Environmental Engineering
- Energy Engineering
- Sustainability
- Hydrodynamics
- Porous Media
- Multiphase Flow
- Multicomponent Flow
- Sustainable Energy Extraction
- Carbon Capture and Storage
- Microfluidics
- Applied Mathematics

👨🏻‍🏫 Dr. Benzhong (Robin) Zhao:

We have a four-year funded PhD position available in the Department of Civil Engineering at McMaster University. The project focuses on understanding the impact of hydrodynamic and nonequilibrium compositional effects on multiphase, multicomponent flow in porous media, with applications to various subsurface technologies including sustainable energy extraction and underground CO2/H2 storage. The PhD project will include conducting microfluidic experiments and developing novel theories. Therefore, candidates with a strong experimental background and a solid foundation in applied math are preferred. 

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇨🇦 PhD/Postdoc Positions, University of Ottawa, Canada

- Biology
- Biochemistry
- Biomedical Sciences
- Cell Biology
- Physiology
- Molecular Biology
- Genetics
- Regenerative Medicine
- Developmental Biology
- Disease Biology

👨🏻‍🏫 Dr. Vahab Soleimani:

My lab has recently moved to the University of Ottawa, Canada. We are hiring PhD students and postdoctoral fellows to study the interaction between muscle stem and niche cells in development and disease. If interested, please send your CV to ",,,,,,,
"🇺🇸 PhD Position, Arizona State University, USA 

- Geography
- Urban Planning
- Environmental Planning
- Sustainability
- Green Infrastructure
- Climate Change Adaptation
- Urban Resilience
- Heat Island Mitigation

👩🏻‍🏫 Dr. Sara Meerow:

I'm looking to recruit PhD students in ",,,,,,,
"🇨🇦 PhD Position, University of Montreal, Canada

- Microbiology
- Biotechnology
- Molecular biology 
- Biochemistry
- Environmental science

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇺🇸 PhD Position, Virginia Tech University, USA

☑️ Agronomy, Weed Science, Plant science

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇺🇸 PhD/Postdoc Position, Tufts University, USA

- Civil Engineering
- Geotechnical Engineering
- Structural Engineering
- Geoscience
- Environmental Engineering
- Social Sciences (with a focus on engineering applications)
- Modeling and Simulation
- Geospatial Analysis
- Remote Sensing
- Artificial Intelligence (AI)
- Machine Learning (ML)

👨🏻‍🏫 Dr. Farshid Vahedifard:

Postdoc and Ph.D. Student Positions – Climate-Resilient and Equitable Infrastructure - Tufts University Multiple Postdoc and Ph.D. student positions are open in my group at Tufts University. The selected candidates will work with a multidisciplinary team of scientists and engineers at Tufts in collaboration with other universities to contribute to our ongoing studies focusing on “Climate-Resilient and Equitable Infrastructure”. Ideal candidates will have a strong academic background and research experience in a related disciplinary field within civil engineering (e.g., geotechnical, structural engineering) or related geoscience fields. Further, experience and interest in multidisciplinary research projects, including engineering and social science dimensions, are strongly preferred. Experience with modeling tools, geospatial analysis, remote sensing, and AI/ML is also strongly preferred. Applicants must send me their application documents (cover letter, CV, and names and contact info for three references) via email (",,,,,,,
"🇺🇸 PhD Position, Texas Tech University, USA

- Civil Engineering
- Mechanical Engineering
- Aerospace Engineering
- Material Science
- Computer Science
- Mathematics
- Statistics

👨🏻‍🏫 Dr. Zhiheng Wang:

We are pleased to announce multiple fully-funded Ph.D. student positions in the field of Uncertainty Quantification and Scientific Machine Learning in my research group, beginning in Spring/Fall 2024. Please see attached flyer and feel free to reach out if you are interested. 🙂 

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
"🇺🇸 PhD/Postdoc Position, George Mason University, US

- Materials Science
- Chemistry
- Physics
- Chemical Engineering
- Electrical Engineering
- Energy Engineering
- Nanotechnology
- Electrochemistry
- Solid-State Physics
- Battery Technology

👨🏻‍🏫 Dr. ChaoLuo:

The sustainable battery research group is hiring new Ph.D. students and Postdoc. If you are interested in developing sustainable batteries, please send your CV to ",,,,,,,
"🇺🇸 PhD Position, Penn State University, USA

- Porous Media physics
- Energy Engineering
- Mineral Engineering
- Geology
- Geoscience
- Computational Fluid Mechanics
- Solid Mechanics
- Applied Mathematics
- Computer Programming
- Machine Learning
- Image Analysis

👨🏻‍🏫 Dr. Yashar Mehmani:

I have a PhD opening in my lab for Fall 2024 or earlier. See the ad below for details or let interested candidates in your network know. If you are attending AGU 2023, we can meet in person.

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,,
